customer_number,predicted_probability
495491,0.2524096
117902,0.039063953
484324,0.68977016
139383,0.18222721
199123,0.37335947
302011,0.68985003
707685,0.114757426
947940,0.040114507
898678,0.09530702
532294,0.08484367
557233,0.076610185
334593,0.062070277
623292,0.5639856
206571,0.03503473
452785,0.04045507
207541,0.33878523
972703,0.04636355
477835,0.08289381
971817,0.06982924
685716,0.040087093
463145,0.037933648
217386,0.40412426
771082,0.057850298
947029,0.03770222
571319,0.05038496
792604,0.050877992
393435,0.074558854
325668,0.080316566
839586,0.06094315
401985,0.11715305
986635,0.039471637
684366,0.5011425
694581,0.040191755
979584,0.34843603
670761,0.07770628
398143,0.030795176
102722,0.03071655
408793,0.24984129
915290,0.05537583
667129,0.049873147
693537,0.07434972
463489,0.061565313
579140,0.07225983
172272,0.07876625
684111,0.037515584
947787,0.06364061
661805,0.05905397
100664,0.035078693
763035,0.6456182
720034,0.05451211
146998,0.8112849
821897,0.04638866
595356,0.039879315
523789,0.046513394
943982,0.07580077
661170,0.05317436
741279,0.052058022
244914,0.0854794
724996,0.12134614
767573,0.062105745
977719,0.07528757
937188,0.02852969
991202,0.061853927
881422,0.041737184
434122,0.03610467
972678,0.046690412
188375,0.043519914
117189,0.41915
850161,0.041346204
656394,0.05674379
730583,0.24982007
824363,0.039147448
935516,0.04159067
423006,0.13872142
327761,0.049131557
491014,0.042483937
555309,0.47589117
911946,0.06651117
559327,0.05540068
729742,0.066945
553586,0.07018742
471248,0.23945011
861371,0.03359527
183560,0.66989946
206794,0.11787387
679632,0.09330423
320072,0.047119588
330113,0.039722253
316958,0.038722713
613662,0.13259348
572954,0.06640341
290258,0.050411582
378250,0.11606824
359819,0.05555688
853235,0.056895643
580564,0.07432946
152217,0.07014956
383470,0.05244884
625048,0.1396615
787083,0.06706542
265175,0.39029855
485400,0.29320505
525557,0.030557131
548878,0.2104017
935987,0.07175113
474824,0.08896797
291066,0.078270644
309625,0.24802586
665637,0.48432726
713013,0.07123261
543329,0.0543372
927771,0.078788795
130715,0.06000817
199143,0.33907005
450132,0.22229208
638189,0.19228788
724205,0.039019763
607344,0.10364051
322271,0.07385751
348221,0.08159392
607851,0.08259913
730287,0.07036955
760563,0.033702295
445874,0.2446482
731912,0.08340306
616250,0.13186789
260962,0.03671162
742376,0.06624048
668718,0.054208767
922347,0.34502345
995968,0.075802825
749721,0.040794067
228999,0.4508014
472423,0.38133267
360117,0.03221308
515584,0.1431311
101801,0.33660308
783669,0.038226254
760090,0.05321489
465078,0.109149866
478157,0.06955399
697405,0.086337276
645017,0.064135134
826601,0.08006495
197655,0.03636958
226777,0.058273956
850264,0.045267962
301295,0.05344337
530718,0.06958522
577766,0.07103304
273721,0.05270175
176364,0.33260965
887408,0.04381708
807877,0.44137725
694710,0.034285754
712453,0.037989583
493229,0.07365128
602563,0.040318042
424401,0.058305733
713387,0.066347845
698986,0.035749264
419314,0.052435465
473452,0.051147204
795391,0.040818237
259069,0.531308
855604,0.085374415
169372,0.24844484
174315,0.069059595
101395,0.06759124
997990,0.039532874
865919,0.118640974
301925,0.38107
424941,0.21870077
322003,0.06944797
272534,0.022713825
656734,0.03131914
464519,0.059133932
770821,0.18493831
477636,0.03524323
542106,0.06082406
423145,0.06775521
264162,0.11283137
399552,0.13321134
163359,0.05760059
804761,0.11408013
474706,0.036998685
191279,0.041712485
175322,0.05733008
650566,0.029011315
828827,0.030187018
676570,0.07211082
375595,0.07399514
394581,0.071754016
210936,0.068139054
892696,0.06717538
814502,0.11175379
765915,0.06925841
195294,0.118850246
951353,0.10664141
982133,0.11595939
326094,0.07540766
921476,0.3707172
232892,0.06468923
749875,0.06468923
951619,0.12561487
156529,0.05379945
273552,0.034190126
734871,0.068971545
140844,0.062054288
230028,0.047997545
714914,0.057515997
999191,0.0771649
521961,0.076302625
644270,0.075357765
768606,0.039958555
237312,0.04097616
553330,0.046882156
749189,0.07899904
328517,0.038611684
554976,0.04157378
943184,0.6634641
654581,0.038320735
239828,0.065784834
327029,0.50625205
848247,0.04998029
101073,0.14467812
110335,0.03686264
745528,0.12618048
892880,0.095145345
377672,0.103888355
656880,0.105923906
224264,0.033593785
757014,0.72241414
626993,0.14591564
232505,0.033170067
282310,0.057745878
542426,0.07574864
363071,0.064968385
326066,0.07032469
466833,0.051886514
154371,0.28836286
752645,0.05227725
984629,0.12271197
456030,0.03528969
354897,0.03522543
604192,0.04421238
611508,0.064940564
619203,0.124140814
693813,0.03726516
362312,0.028085044
142670,0.38337588
446252,0.034659564
833195,0.060575098
682620,0.041414876
247427,0.03581856
693949,0.1418102
562247,0.034070008
805319,0.06891801
807006,0.06872825
704653,0.0401177
230792,0.057644885
285526,0.11843418
598995,0.120796725
647716,0.030950004
775461,0.04502448
389765,0.6096452
849490,0.074579634
197275,0.076705076
240600,0.07136868
366839,0.020309698
714894,0.076467216
529775,0.047379397
861135,0.27205315
801825,0.096975625
481900,0.04135228
699706,0.10921792
812755,0.04290563
469279,0.036294978
241691,0.13090906
699416,0.07514355
346664,0.04801864
513805,0.08741665
346728,0.077604026
882318,0.08665312
368315,0.067343004
875722,0.040976636
212889,0.04134918
490948,0.046179973
321891,0.04629985
871911,0.043709442
810346,0.038961552
158218,0.044817038
616628,0.0703807
155045,0.040574543
147937,0.034950733
851108,0.048568908
775483,0.041506775
761230,0.051908206
738273,0.08006564
524703,0.052807976
189513,0.04914847
361003,0.2311339
971758,0.80391896
142184,0.04044438
455139,0.05279526
840766,0.03668859
658732,0.07262354
867754,0.58713657
607850,0.058568742
258866,0.20918438
373948,0.044149164
891202,0.057753265
735226,0.7715119
172526,0.07717713
664488,0.044986114
997347,0.12007601
454004,0.054955132
106111,0.048644137
584772,0.14333664
864047,0.060019538
579358,0.07296156
878961,0.053057414
963346,0.027472695
398297,0.055482794
792284,0.08213078
104321,0.040719233
809083,0.052442834
294835,0.09190936
698163,0.06590199
655589,0.07327982
775959,0.6103152
561373,0.19165011
867389,0.11975562
359553,0.04669556
867613,0.07619248
219902,0.04879011
945813,0.17350657
911217,0.062291406
478249,0.04267754
786537,0.05804685
183168,0.16241701
826849,0.03239839
456685,0.07355314
534814,0.116387606
202538,0.07452952
970706,0.07174424
253037,0.047273975
117510,0.051997993
436906,0.14325444
438420,0.13189653
710093,0.043789905
195421,0.06813707
285327,0.13810061
750266,0.09703895
998493,0.07754885
802753,0.08991299
551345,0.05644702
201819,0.05599382
443629,0.028293615
104414,0.35717762
809150,0.8125178
293139,0.6242745
283144,0.060261797
920586,0.04337932
530250,0.037463784
850291,0.044449355
126565,0.048829623
412917,0.11606824
241200,0.0377928
794701,0.04539076
791010,0.05846148
197161,0.04241537
696051,0.22307184
105542,0.05212045
169902,0.04209088
607633,0.09809551
734204,0.049507864
299332,0.036356546
884575,0.03968856
981120,0.06677217
708474,0.03832818
463965,0.040678866
220664,0.042413995
313595,0.13354558
661547,0.53500223
275711,0.05016641
650996,0.07523696
710310,0.054278076
261794,0.03668494
942340,0.034547284
800615,0.051723804
347612,0.06364061
264946,0.036111135
415835,0.14878352
402305,0.3541091
348622,0.04431422
282338,0.07891816
738499,0.06543109
265496,0.040111717
271874,0.5685612
440869,0.55733037
222649,0.071865864
186613,0.034841828
151634,0.049587127
133006,0.11758438
807689,0.034637984
539637,0.073617466
261038,0.05349625
596686,0.036189772
664185,0.07420162
798427,0.11864169
597996,0.039067987
180352,0.04443715
526394,0.03739758
206178,0.03541762
764093,0.03776885
695445,0.07453094
942220,0.12925513
305460,0.08054671
722886,0.107872926
153695,0.05033038
727144,0.31210616
621827,0.037907317
586089,0.052699942
565639,0.038078368
951328,0.03306209
276528,0.05025974
451023,0.031816762
427106,0.04057542
137050,0.031208707
890326,0.05355266
647223,0.073592484
218349,0.0665106
981916,0.04566203
571009,0.050825976
999664,0.059328523
718013,0.07281841
890948,0.055474337
269545,0.16357972
223914,0.059681065
662752,0.16803028
242730,0.051459376
380681,0.10224705
716843,0.06591613
492993,0.18203527
899350,0.3467965
550116,0.033783607
815059,0.041884467
158955,0.11135631
304256,0.054801956
145941,0.1940501
410549,0.080521
322803,0.04200072
134217,0.21666324
605613,0.81333286
491323,0.7165776
692054,0.051675756
417943,0.056744963
466769,0.025310118
266949,0.091463156
188499,0.042666946
250662,0.05375849
275978,0.115004405
794447,0.0680208
919302,0.04781415
638127,0.15790424
955793,0.05120956
449888,0.04365298
404325,0.4243827
353222,0.02788879
449366,0.03486133
220033,0.06762385
255087,0.16250908
665905,0.1438179
899835,0.0554139
881399,0.068235144
236559,0.032231793
964959,0.04045417
919494,0.042733468
886170,0.13613203
875164,0.17344882
467087,0.33528322
363518,0.030875647
914998,0.041693844
597518,0.093038745
151650,0.05955936
949150,0.14639835
575794,0.6882559
688932,0.18315193
758712,0.051896498
550383,0.3430273
150588,0.05344337
499678,0.040877916
877323,0.070456564
842178,0.05811981
538155,0.3040241
208033,0.14879735
113666,0.052863922
738820,0.070757695
284533,0.060018938
535953,0.0704429
284964,0.06774631
467741,0.40233552
634673,0.059993405
370221,0.3374895
338909,0.1948931
511750,0.0747555
281926,0.06837066
547231,0.03338457
581846,0.07588172
741606,0.061051406
336109,0.34828737
706100,0.38316518
716488,0.08009671
127746,0.098859936
763687,0.11595939
163505,0.049310178
563969,0.06021021
714011,0.35449722
626573,0.04575065
702395,0.25953656
211043,0.57392323
292436,0.04168477
889339,0.069608726
976994,0.04321253
892799,0.04175351
546121,0.03425042
734352,0.17395312
128145,0.047922824
851714,0.13065968
172746,0.030744985
928224,0.07090752
288715,0.055740524
806018,0.053282812
593874,0.020778399
361629,0.20724136
357589,0.018129988
343020,0.03631776
530144,0.067388214
512445,0.0634379
372594,0.044857096
277849,0.054009322
841048,0.07559859
397484,0.064844035
841253,0.05847314
206844,0.22657739
583780,0.040050108
524079,0.31780854
174654,0.03137032
832359,0.06278206
960850,0.06023533
913095,0.15483867
260491,0.067843884
581276,0.060741603
328408,0.07258804
567416,0.45397842
867074,0.34688824
629842,0.27334523
867198,0.035952426
322619,0.03543041
959709,0.06636413
252447,0.042926762
323743,0.06344751
603364,0.028432779
824823,0.04488921
980398,0.040995494
660905,0.15597022
794984,0.089731835
426870,0.051135093
225180,0.0301724
558801,0.04093124
867119,0.034445237
938608,0.060623147
639104,0.29393414
387355,0.06650667
177895,0.08125826
635623,0.06981757
149535,0.4043694
887446,0.050679125
918281,0.06440042
699780,0.055681985
470654,0.12296175
880858,0.067414366
490237,0.03573576
705940,0.05729445
494064,0.060335293
574614,0.051836528
364223,0.0782767
204308,0.07269051
569382,0.040401213
765654,0.023952061
439018,0.057515997
478645,0.037260983
140121,0.5925175
914381,0.044101425
173995,0.042372823
837964,0.06263151
938555,0.09542381
152352,0.1017486
869509,0.051159598
142237,0.050506394
360511,0.050975446
612419,0.03583367
265161,0.02768502
864168,0.122268714
732363,0.06178729
247519,0.035232145
681318,0.043209318
845776,0.06791203
719093,0.07688122
316919,0.2899264
751565,0.066984385
795613,0.044151846
886785,0.027650924
336192,0.05508174
261173,0.20800643
213746,0.054167792
804105,0.5701812
735299,0.03815751
178123,0.039683297
804616,0.07693799
906686,0.056939144
650197,0.054233637
679132,0.19303232
376442,0.024617732
515691,0.038594916
141218,0.06652392
202733,0.04705806
785381,0.04344884
609384,0.072420545
661386,0.34787008
322092,0.31055123
405240,0.15548512
116128,0.033269033
949884,0.028528778
331166,0.07703963
399455,0.078295074
873730,0.07173627
445080,0.045166276
166449,0.35159752
328499,0.071956545
271959,0.044512555
647148,0.044147693
610024,0.084300116
902609,0.5963558
229853,0.0828524
760518,0.04838087
285254,0.06862298
767925,0.339746
197108,0.032842506
687587,0.6972563
484833,0.060413238
853071,0.17564978
201713,0.040848378
579091,0.08306477
289739,0.7720836
727035,0.07960292
353111,0.31478906
801627,0.043609887
936809,0.13652113
678479,0.032627754
167263,0.062341735
749584,0.07554928
423547,0.041218985
703416,0.040608853
899236,0.089200765
791614,0.11024289
283300,0.05176852
531481,0.16938624
170452,0.041945517
954009,0.06786242
311139,0.034724195
563992,0.04483796
792222,0.062227525
658264,0.07614843
947346,0.49726766
511814,0.04126824
956259,0.13311327
760975,0.04954452
174715,0.056592852
747922,0.08580826
416023,0.31949368
861604,0.07217612
677616,0.3573601
787841,0.040114507
777246,0.08483984
978989,0.049466047
687764,0.060635626
120184,0.11606824
298276,0.05716034
470773,0.24031736
630613,0.032995928
216600,0.1084359
818896,0.07295955
376368,0.15235744
492440,0.034457143
286298,0.06918309
282563,0.06694226
814146,0.122219235
386407,0.041741457
158624,0.04074503
868565,0.07402127
650418,0.044362508
732745,0.07932157
336454,0.042974688
764162,0.10536845
727158,0.33488432
330453,0.07489419
303612,0.15594117
439643,0.04381
993454,0.07679838
772571,0.04318158
136487,0.048473004
616212,0.035223473
745872,0.057196595
238115,0.06033794
879061,0.47468412
199284,0.13941517
719455,0.07535351
998299,0.06731079
473944,0.0715434
758359,0.030752685
559900,0.14341626
864804,0.08552526
424583,0.03395296
605825,0.072146244
255231,0.040275123
904840,0.15155779
777280,0.04759697
665969,0.033120472
360588,0.4822854
828365,0.09308753
891031,0.03904594
905686,0.046012048
969064,0.053308476
806284,0.080432
709787,0.04146446
955443,0.14435956
663291,0.14388765
662998,0.026808934
275988,0.107274294
714760,0.027053803
311701,0.15712495
192905,0.0368625
312387,0.110910535
798422,0.062329587
656070,0.052327722
714967,0.369616
250229,0.04775625
206963,0.03062778
825497,0.043834753
506063,0.050948832
848309,0.05995803
691394,0.103730135
406161,0.033307303
578060,0.31208944
231141,0.040370185
255180,0.14106238
646871,0.03442513
752091,0.82508266
133813,0.28307074
399992,0.0574935
218475,0.06507119
737942,0.064180434
293608,0.037773404
815075,0.052926067
315010,0.04461811
520039,0.27016258
936808,0.051801592
150713,0.028141687
743740,0.17446828
598828,0.04687374
784038,0.050337676
412512,0.08206584
616319,0.044416647
647277,0.1361592
221318,0.075138204
616451,0.0955105
239237,0.13136679
316058,0.060558304
858104,0.06538879
602633,0.043815378
756663,0.1856601
684728,0.40003234
124920,0.044918623
614702,0.15950738
152328,0.054028187
431152,0.24917856
847591,0.029726991
885067,0.6619686
927443,0.054593664
694195,0.060686175
491799,0.065893196
973927,0.04783101
919566,0.063287176
331817,0.041430816
430328,0.16201846
391066,0.050340172
257035,0.17182556
230493,0.11129358
728359,0.053853665
728251,0.47682187
401974,0.06567624
716252,0.047340542
249060,0.11768505
696436,0.517538
101921,0.8397745
778038,0.06684098
235021,0.07246343
406372,0.040781185
727385,0.23549445
337864,0.049858607
283097,0.13930257
395208,0.03918602
571273,0.064209975
812525,0.076945916
114258,0.0433747
435433,0.07981748
437995,0.037926704
632429,0.029813189
943247,0.042948093
217521,0.041270252
122134,0.084241025
698742,0.049616855
537970,0.055891715
231585,0.050776653
216809,0.03683207
128267,0.70694345
811310,0.05989385
993660,0.04915071
224818,0.3558676
553829,0.052711993
174129,0.052498344
633539,0.05248689
463593,0.040535647
105206,0.09153715
464338,0.051825427
356352,0.04361297
619600,0.05082141
331471,0.33028194
153528,0.06461738
608944,0.061118506
679365,0.07088862
785581,0.0421235
857408,0.09701438
468596,0.06352918
117111,0.069692045
959844,0.055651974
100423,0.14703725
783281,0.065187134
567579,0.10329515
246138,0.11937455
374212,0.07307352
169640,0.15164743
580315,0.40635315
161687,0.06558325
942958,0.07005268
372634,0.77379864
598727,0.36668545
497736,0.051049095
637139,0.071098514
219056,0.08535725
461416,0.11971587
900584,0.039819967
382735,0.050828256
939809,0.052087314
473215,0.03958055
786348,0.04541964
964045,0.7813847
757558,0.059074134
600139,0.035266228
672447,0.05714904
381763,0.035122313
340835,0.106289156
929471,0.17302161
321176,0.0818635
861125,0.047099218
801352,0.0700701
173021,0.10724162
336131,0.044070378
103384,0.055638142
341343,0.18515755
313749,0.04548437
606808,0.06571671
718050,0.07661585
882404,0.076683484
296713,0.14276232
551657,0.041799262
531307,0.06785262
281734,0.040770814
846281,0.047787834
143090,0.19107173
316806,0.028569788
575258,0.042627785
617976,0.1597669
430506,0.06622544
568746,0.3384857
251785,0.06702703
695799,0.07523957
473390,0.07042317
289723,0.14077823
932942,0.7838121
411287,0.106521696
685415,0.07379592
894783,0.035686623
695528,0.3036673
469008,0.056135163
239952,0.05831504
564434,0.05876672
315750,0.0524872
398599,0.040569235
803107,0.04248442
357697,0.04323604
335204,0.032956537
826957,0.058892366
344404,0.04154849
356771,0.043936763
544776,0.041418858
853698,0.07380648
987131,0.07453765
537742,0.14046955
226339,0.05648357
362335,0.03769384
843414,0.06569062
338039,0.037904344
669988,0.36980522
560651,0.053935606
485383,0.18814708
202082,0.39163622
756537,0.045523655
944529,0.07547578
524067,0.053162623
394472,0.096855104
913782,0.02844683
935082,0.03728297
892007,0.15316184
403134,0.059910823
263578,0.07531846
355738,0.08171827
437761,0.06793692
831988,0.064104624
505058,0.04138258
993983,0.0975693
922384,0.035676047
162735,0.027048483
582564,0.076314256
234241,0.07846206
828143,0.4993105
676002,0.08271087
691067,0.20881271
128549,0.07352082
597789,0.03518182
348238,0.04960359
607088,0.04275382
399668,0.053229295
159217,0.77383363
207861,0.3365115
821203,0.05596114
908324,0.09132225
269772,0.059391435
962249,0.05163216
477314,0.03780848
646535,0.05753876
874476,0.080556914
111118,0.037510574
606208,0.037650157
287489,0.03542474
744042,0.48404276
317452,0.07307037
664093,0.06767103
801340,0.5294504
885921,0.029338265
967909,0.06458544
843497,0.040543903
199783,0.32069072
933860,0.0373191
144568,0.062436376
857684,0.08420539
490919,0.054373432
517791,0.031662386
211656,0.05371023
721936,0.058756158
584975,0.16899572
376079,0.02752595
745831,0.06088899
464750,0.041218985
736857,0.059253708
327410,0.48614338
485161,0.10431089
153719,0.049076073
854664,0.06862962
339338,0.06610567
724196,0.045408476
711152,0.06775521
400017,0.100342594
863671,0.4207418
946164,0.037630957
689940,0.020561669
741994,0.054801956
886812,0.16213621
813270,0.09068896
234524,0.30039978
694659,0.13147052
709453,0.03452849
563458,0.07005168
450650,0.04262482
205383,0.060061432
517987,0.22406241
704613,0.029139489
671334,0.050530236
185868,0.18321472
322210,0.45157805
426528,0.1524381
247713,0.3185699
527316,0.07393973
654004,0.29699948
151068,0.06698148
451065,0.032352902
828797,0.053416483
878071,0.19041516
403417,0.05465266
793766,0.07067897
411114,0.037956275
711413,0.80537874
789472,0.04432539
659159,0.053714704
394499,0.08950064
627773,0.028012538
996984,0.040585425
895115,0.04714102
439165,0.16931666
547992,0.04500969
200830,0.26738575
712195,0.049484156
249525,0.039976604
354492,0.032653097
904962,0.03705439
619775,0.06641333
642954,0.07229941
760972,0.040925007
463212,0.049461976
440283,0.32799152
579193,0.57265383
651578,0.033600837
488800,0.042519405
116448,0.04303619
161647,0.054088317
163318,0.05225638
521285,0.048504606
993684,0.16133033
446348,0.05515683
381351,0.07383561
503522,0.035431135
402321,0.029820288
222268,0.06788804
390513,0.07351417
797370,0.07703963
228584,0.6291113
270174,0.033883896
935962,0.08668343
286744,0.0438945
401718,0.052098844
840671,0.056449525
954576,0.06426206
253139,0.04918359
965833,0.04252228
572774,0.06731926
390381,0.028678406
393788,0.03423494
438154,0.4616658
315488,0.051241335
584972,0.18444766
689012,0.1998729
814811,0.12531257
192169,0.23445813
672967,0.18876888
673721,0.0511056
194641,0.035028
725303,0.07951093
597444,0.76697636
973330,0.073707126
940294,0.0362319
235515,0.06684098
683758,0.06497641
585494,0.042211715
610993,0.09985907
222445,0.07187647
424301,0.034659117
554339,0.04093124
648426,0.070611164
487410,0.038028445
322773,0.13648272
245724,0.08816708
961907,0.06352357
385573,0.06731926
647879,0.03349918
337102,0.04294134
968806,0.04097616
342428,0.06835909
986036,0.12034004
320777,0.040235206
931751,0.031140149
659273,0.020099971
145512,0.057873063
662247,0.03428086
942991,0.052953772
465950,0.045650136
383880,0.08649957
154764,0.12513965
148712,0.34322357
820960,0.51425505
839012,0.114939794
715071,0.037123147
526665,0.07754885
677001,0.7963173
934401,0.05731064
604441,0.04251532
469637,0.28347313
894833,0.06474774
206391,0.076008424
465168,0.033339888
246540,0.6452762
409470,0.037076116
357250,0.06747589
803048,0.1276319
957888,0.062525734
656333,0.058360342
584779,0.29642642
211073,0.08783744
845230,0.17395312
662920,0.13299626
156840,0.026817506
978277,0.054145213
177359,0.06047315
982037,0.03297347
542768,0.078830816
220527,0.064750604
174414,0.050992414
386510,0.23549011
105940,0.04063767
605489,0.0700701
305632,0.036671016
945704,0.0698583
802467,0.08815138
732217,0.64242214
418561,0.0578073
965958,0.34729218
480020,0.06805075
373994,0.06267947
768342,0.06809765
640308,0.64060867
924772,0.04963833
778632,0.041809816
617247,0.030708166
742502,0.051474836
768896,0.034304567
430621,0.06816822
135789,0.37899244
588216,0.18226872
475627,0.07843057
371542,0.048096802
755864,0.03833511
589276,0.049809072
602360,0.39289677
517961,0.059620924
251625,0.04045507
285297,0.042206425
325734,0.06413683
425065,0.06961087
164273,0.04001629
683011,0.057178162
823540,0.05991486
437585,0.039661154
532737,0.04242959
792013,0.08001757
653255,0.14291503
637498,0.19045219
675370,0.07855456
641904,0.05537583
802246,0.04203766
265244,0.0824591
974428,0.06853693
473170,0.4104141
331591,0.29156798
177279,0.21561353
490388,0.6661694
294933,0.041186348
138427,0.03329546
865040,0.07705901
918644,0.04030252
380764,0.048779517
191688,0.033596657
306701,0.1651805
103462,0.20948288
290778,0.03980919
778781,0.055327
547685,0.1218215
812207,0.13652113
840150,0.04254061
552688,0.76060915
727189,0.037406884
705780,0.51940954
713552,0.14477625
108830,0.06275568
699319,0.22837503
635725,0.060760483
190163,0.04165873
970683,0.078608945
827069,0.07715762
409108,0.059188172
627759,0.47597516
597615,0.036103733
854944,0.3343987
858130,0.0965548
581956,0.056588978
427625,0.029236613
397472,0.052435465
946634,0.068368755
472129,0.04042365
815595,0.05091116
451582,0.02558667
987211,0.043899324
145410,0.065311566
168744,0.046822947
836205,0.06775521
871684,0.13579123
172342,0.04343715
151184,0.041089695
751458,0.05605865
575131,0.03499027
812371,0.08031912
122712,0.24236499
700197,0.023199873
255388,0.6135723
179918,0.23835406
510478,0.050238587
311891,0.040264044
108814,0.11717726
335249,0.063378006
485450,0.03134117
371408,0.042422384
174660,0.09939957
612221,0.06732715
424274,0.035717115
171112,0.78930557
164732,0.03856233
548001,0.33940184
780847,0.031112924
368474,0.051220905
423837,0.055638142
869414,0.057706162
653940,0.060644336
717882,0.066503175
722827,0.04654955
398134,0.05071704
957343,0.037745025
441891,0.052167974
850864,0.040848378
231102,0.044958793
453180,0.08701703
895266,0.23247564
244645,0.12670931
300974,0.08463966
408428,0.12074798
923283,0.24470994
750113,0.16803028
583607,0.48101437
914376,0.049616855
396290,0.25962678
566533,0.027831467
537121,0.12133976
580721,0.032404844
600697,0.07005168
616155,0.06694275
531270,0.054006502
452537,0.4356813
630516,0.053965867
906325,0.037428644
714820,0.06592093
107491,0.07389222
783356,0.110245645
847073,0.060285933
555369,0.056040294
367408,0.16030274
353084,0.05235008
991419,0.07870862
883561,0.25896847
283426,0.070911564
280602,0.10166726
648176,0.1500269
411669,0.06674106
803636,0.050712354
818798,0.43651775
346790,0.07596731
632054,0.5221112
551964,0.04112599
701365,0.042221367
881321,0.05060485
290216,0.050006423
565264,0.29473197
379723,0.060028464
565015,0.1318606
764417,0.07981456
739444,0.054412466
521931,0.053700414
877138,0.26509324
953825,0.14542349
892077,0.1264247
814606,0.31016183
316936,0.03867474
950632,0.35820127
577610,0.03249434
794651,0.045147933
200680,0.07766211
521583,0.03218445
273111,0.02947382
584103,0.58683145
712506,0.11951041
198117,0.054932192
927305,0.14456806
806609,0.07936584
789545,0.044017024
869721,0.039130412
343511,0.13850969
935423,0.037494782
745867,0.06555144
142144,0.03596729
331990,0.060489405
887604,0.06622843
790770,0.04581232
204175,0.06542434
339065,0.029139174
451985,0.06625553
734061,0.07393973
916410,0.035339598
278545,0.07482761
266065,0.21996023
632496,0.08483984
372325,0.037625648
328710,0.1389252
534869,0.06008051
138398,0.12571631
878332,0.06565078
751586,0.13954519
309301,0.04287082
772609,0.078715764
515069,0.038654126
160362,0.07605031
486149,0.052932832
525439,0.04283498
835159,0.076729044
878255,0.19109517
167107,0.061147932
187093,0.039418545
751966,0.0819832
463410,0.033777654
415178,0.035724968
352543,0.05470744
845549,0.04063211
356958,0.08968712
533502,0.14483903
777430,0.08201347
708752,0.06731926
556976,0.036523614
834867,0.1408573
279451,0.027686104
987351,0.051479876
991576,0.09870516
321618,0.37403652
884996,0.0719363
731764,0.0457076
330796,0.0678795
121010,0.4777339
154972,0.0577653
668623,0.044414155
130477,0.05039594
722867,0.3576743
563352,0.11851292
380915,0.5293709
913408,0.033777654
865775,0.033355456
981983,0.07762729
783162,0.09401365
478297,0.068421066
378682,0.039523292
116129,0.04488265
470202,0.03894013
359946,0.15433879
248377,0.07262591
760214,0.06366995
571730,0.030033726
672426,0.037354536
399550,0.03193196
882322,0.056315165
891089,0.035134405
546046,0.34027696
789741,0.06275904
205050,0.06549486
515882,0.042278666
791974,0.06346384
803353,0.79635453
347311,0.08521547
748937,0.021570459
184114,0.11578896
857415,0.036319394
487570,0.07148112
262918,0.13392006
653778,0.36022994
982771,0.061612166
226871,0.06989663
690246,0.30447644
532751,0.064180434
822654,0.04509272
552104,0.03473713
624968,0.038933467
685522,0.31620592
322568,0.043531645
604637,0.026943078
326257,0.0937616
217213,0.05274452
787525,0.037625648
263763,0.060908265
608008,0.040766347
366629,0.04074503
132412,0.34871757
645875,0.059815843
817137,0.07459435
836108,0.07286675
417532,0.06312153
446724,0.040289544
448036,0.054228485
781386,0.083893925
755630,0.042347096
858788,0.061423857
338809,0.42092368
337116,0.0582848
544783,0.06023533
688855,0.4381403
233498,0.07644279
989585,0.04767135
907629,0.24346395
393891,0.049541984
919009,0.031515297
853139,0.04565196
329610,0.051305518
557886,0.07028944
606332,0.039169293
107997,0.049958725
549906,0.060462773
645298,0.06273447
782420,0.046944063
396742,0.04045234
512816,0.056782033
186655,0.07044774
999068,0.038924344
427711,0.044670217
971836,0.08451616
849138,0.035890628
670293,0.031380974
569158,0.06416015
478485,0.05463158
734896,0.04068107
798279,0.06462731
122662,0.07108829
266842,0.042311046
771356,0.03149668
787593,0.03938516
780851,0.07814219
719891,0.04142842
284843,0.065916464
923561,0.07187527
382241,0.064928636
564463,0.068615034
101008,0.032373656
690755,0.026697565
934884,0.0798577
564825,0.10405474
727688,0.2750852
233041,0.058702357
855557,0.03139657
737948,0.50861245
876070,0.14033195
405862,0.044480845
152035,0.042703297
671464,0.2405863
708128,0.05121878
417874,0.04582289
227057,0.05334091
769245,0.11227834
207173,0.055399634
588374,0.14736347
189587,0.03432452
150791,0.17541642
682355,0.039754584
856880,0.16296853
144605,0.14957517
479564,0.3725997
351911,0.060982525
107748,0.043459117
811977,0.14521234
180689,0.0727158
802044,0.103927895
542184,0.03364611
233705,0.04272206
603104,0.08439761
292916,0.38909948
573479,0.05457029
375236,0.03965379
102846,0.05389271
698076,0.032962583
184715,0.0729624
629940,0.26744828
475186,0.041140106
461090,0.044336013
100750,0.04908721
724891,0.058404814
397750,0.023561472
733697,0.06880389
811794,0.3233152
853810,0.05718058
688155,0.31460294
400618,0.13728948
914104,0.20186748
910035,0.040930644
867599,0.06090494
382573,0.5170894
672459,0.04093124
191142,0.069008924
131384,0.056666467
330148,0.052435465
467606,0.048207063
999897,0.037763204
296224,0.5377991
160612,0.31136516
805988,0.032140747
295628,0.07921511
783901,0.06684211
552162,0.6231964
464204,0.036956903
460878,0.0700701
957610,0.08510794
961028,0.040617466
269505,0.040395334
599565,0.055769358
428020,0.052442167
494718,0.07455349
325836,0.060592093
314571,0.7880321
169411,0.46261036
238800,0.069718346
805787,0.03700379
757517,0.05071704
358106,0.030933993
216299,0.23378183
566598,0.053012166
